source,target,time_chf_variablelabel,gissi_hf_variablelabel,time_chf_categorical,gissi_hf_categorical,time_chf_visits,gissi_hf_visits,,somop_id,tomop_id,scode,slabel,tcode,tlabel,category,mapping type,source_visit,target_visit,source_type,source_unit,source_data_type,target_type,target_unit,target_data_type,Expert 1,Expert 2
hr,fc,heart rate at baselinerecumbent position,Heart rate (bpm) (bpm) at baseline,,,month 0/ baseline,Visit1/baseline,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,baseline time,baseline time,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hr1,f3_fc,heart rate inrecumbent position at Visit1,Heart rate (bpm) at 1 month follow-up,,,month 1,Visit3/1month,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hr12,f6_fc,heart rate inrecumbent position at Visit12,Heart rate (bpm) at 1 year follow up,,,month 12,Visit6/12months,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 1 year,follow-up 1 year,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hr18,f7_fc,heart rate inrecumbent position at Visit18,Heart rate (bpm) at 18 month follow up,,,month 18,Visit7/18months,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hr3,f4_fc,heart rate inrecumbent position at Visit3,Heart rate (bpm) at 3 month follow up,,,month 3,Visit4/3months,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 3 months,follow-up 3 months,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hr6,f5_fc,heart rate inrecumbent position at Visit6,Heart rate (bpm) at 6 month follow up,,,month 6,Visit5/6months,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 6 months,follow-up 6 months,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hrstand1,f3_fc,Heart rate standing at visit1,Heart rate (bpm) at 1 month follow-up,,,month 1,Visit3/1month,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 1 month,follow-up 1 month,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hrstand12,f6_fc,HR heart rate standing at visit12,Heart rate (bpm) at 1 year follow up,,,month 12,Visit6/12months,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 1 year,follow-up 1 year,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hrstand18,f7_fc,HR standing at visit18,Heart rate (bpm) at 18 month follow up,,,month 18,Visit7/18months,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 18 months,follow-up 18 months,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hrstand3,f4_fc,HR heart rate standing at visit3,Heart rate (bpm) at 3 month follow up,,,month 3,Visit4/3months,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 3 months,follow-up 3 months,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hrstand6,f5_fc,HR heart rate standing at visit6,Heart rate (bpm) at 6 month follow up,,,month 6,Visit5/6months,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,follow-up 6 months,follow-up 6 months,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hrstanding,fc,Heart rate standing at baseline,Heart rate (bpm) (bpm) at baseline,,,month 0/ baseline,Visit1/baseline,,3027018,3027018,loinc:8867-4,heart rate,loinc:8867-4,heart rate,measurement,exact match,baseline time,baseline time,continuous_variable,counts per minute,int,continuous_variable,counts per minute,float,1,1
hscrp_bl,v1_hscrp,high sensitive-CRP at baseline,C-reactive protein high sensitivity at baseline,,,month 0/ baseline,Visit1/baseline,,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,1,1
hscrp_v3,v2_hscrp,high sensitive-CRP at visit3,C-reactive protein high sensitivity lead v2 at 3 month follow-up,,,month 3,Visit4/3months,,3010156,3010156,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,loinc:30522-7,c reactive protein [mass/volume] in serum or plasma by high sensitivity method,measurement,exact match,follow-up 3 months,follow-up 3 months,continuous_variable,milligram per liter,float,continuous_variable,milligram per liter,float,1,1
hstnt_bl,v1_hstnt,high-sensitivity troponin T (hsTnT) at baseline,cardiac troponin T high sensitivity at baseline,,,month 0/ baseline,Visit1/baseline,,36303871,36303871,loinc:89576-3,troponin t.cardiac panel - serum or plasma by high sensitivity method,loinc:89576-3,troponin t.cardiac panel - serum or plasma by high sensitivity method,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,1,1
hstnt_v3,v2_hstnt,high-sensitivity troponin T (hsTnT) at visit3,cardiac troponin T high sensitivity at 3 month follow-up,,,month 3,Visit4/3months,,36303871,36303871,loinc:89576-3,troponin t.cardiac panel - serum or plasma by high sensitivity method,loinc:89576-3,troponin t.cardiac panel - serum or plasma by high sensitivity method,measurement,exact match,follow-up 3 months,follow-up 3 months,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,1,1
hypertension,preiper,Hystory of Hypertension Y/N,Story of hypertension at baseline,1=yes|0=no,2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,316866,316866,snomed:38341003,hypertensive disorder,snomed:38341003,hypertensive disorder,condition_occurrence,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
icd,predefib,ICD ( implanted cardiac defibrilator) at baseline y/n,Implantable defibrillator at baseline,1=yes|0=no,2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,4217646,4217646,snomed:72506001,implantable defibrillator,snomed:72506001,implantable defibrillator,condition_occurrence,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
jugularvein_01,pvc,jugular vein elevated at baseline,Central Venous Pressure > 6 cm H20 at baseline,1=yes|0=no, 2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,763968,2000000057,snomed:449161000124101,distention of jugular vein,icare:icv2000000057,mildly elevated right-atrial pressure,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
k1,f3_potassio,Potassium at visit1,Serum potassium (mmol/L) at 1 month follow-up,,,month 1,Visit3/1month,,3005456,3023103,loinc:6298-4,potassium [moles/volume] in blood,loinc:2823-3,potassium [moles/volume] in serum or plasma,measurement,text match,follow-up 1 month,follow-up 1 month,continuous_variable,millimole per liter,float,continuous_variable,millimole per liter,float,1,1
k12,f6_potassio,Potassium at visit12,Serum potassium (mmol/L) at 1 year follow up,,,month 12,Visit6/12months,,3005456,3023103,loinc:6298-4,potassium [moles/volume] in blood,loinc:2823-3,potassium [moles/volume] in serum or plasma,measurement,text match,follow-up 1 year,follow-up 1 year,continuous_variable,millimole per liter,float,continuous_variable,millimole per liter,float,1,1
k18,f7_potassio,Potassium at visit18,Serum potassium (mmol/L) at 18 month follow up,,,month 18,Visit7/18months,,3005456,3023103,loinc:6298-4,potassium [moles/volume] in blood,loinc:2823-3,potassium [moles/volume] in serum or plasma,measurement,text match,follow-up 18 months,follow-up 18 months,continuous_variable,millimole per liter,float,continuous_variable,millimole per liter,float,1,1
k3,f4_potassio,Potassium at visit3,Serum potassium (mmol/L) at 3 month follow up,,,month 3,Visit4/3months,,3005456,3023103,loinc:6298-4,potassium [moles/volume] in blood,loinc:2823-3,potassium [moles/volume] in serum or plasma,measurement,text match,follow-up 3 months,follow-up 3 months,continuous_variable,millimole per liter,float,continuous_variable,millimole per liter,float,1,1
k6,f5_potassio,Potassium at visit6,Serum potassium (mmol/L) at 6 month follow up,,,month 6,Visit5/6months,,3005456,3023103,loinc:6298-4,potassium [moles/volume] in blood,loinc:2823-3,potassium [moles/volume] in serum or plasma,measurement,text match,follow-up 6 months,follow-up 6 months,continuous_variable,millimole per liter,float,continuous_variable,millimole per liter,float,1,1
loop_at_bl,altdiu,any loopdiuretics at Baseline,Other diuretics at baseline,1=yes|0=no,2=No | 3=Yes,month 0/ baseline,Visit1/baseline,,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_bl,furosemi,any loopdiuretics at Baseline,Furosemide at baseline,1=yes|0=no,2=No | 3=Yes,month 0/ baseline,Visit1/baseline,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_v1,f3_altdiu,any loopdiuretics at visit1,Other diuretics at 1 month follow-up,1=yes|0=no,2=No | 3=Yes,month 1,Visit3/1month,,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_v1,f3_furosemi,any loopdiuretics at visit1,Furosemide at 1 month follow-up,1=yes|0=no,2=No | 3=Yes,month 1,Visit3/1month,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_v12,f6_altdiu,any loopdiuretics at visit12,Other diuretics at 1 year follow up,1=yes|0=no,2=No | 3=Yes,month 12,Visit6/12months,,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_v12,f6_furosemi,any loopdiuretics at visit12,Furosemide at 1 year follow up,1=yes|0=no,2=No | 3=Yes,month 12,Visit6/12months,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_v18,f7_furosemi,any loopdiuretics at visit18,Furosemide at 18 month follow up,1=yes|0=no,2=No | 3=Yes,month 18,Visit7/18months,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_v18,f7_altdiu,any loopdiuretics at visit18,Other diuretics at 18 month follow up,1=yes|0=no,2=No | 3=Yes,month 18,Visit7/18months,,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_v6,f5_altdiu,any loopdiuretics at visit6,Other diuretics at 6 month follow up,1=yes|0=no,2=No | 3=Yes,month 6,Visit5/6months,,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_at_v6,f5_furosemi,any loopdiuretics at visit6,Furosemide at 6 month follow up,1=yes|0=no,2=No | 3=Yes,month 6,Visit5/6months,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_atv3,f4_altdiu,any loopdiuretics at visit3,Other diuretics at 3 month follow up,1=yes|0=no,2=No | 3=Yes,month 3,Visit4/3months,,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,diuretics,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_atv3,f4_furosemi,any loopdiuretics at visit3,Furosemide at 3 month follow up,1=yes|0=no,2=No | 3=Yes,month 3,Visit4/3months,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,binary_class_variable,,int,binary_class_variable,,int,1,1
loop_dose_bl,dfurosem,Loop dose expressed at equivalent furosemide at baseline,Dose Furosemide (mg) at baseline,,,month 0/ baseline,Visit1/baseline,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,baseline time,baseline time,continuous_variable,,int,continuous_variable,milligram,float,1,1
loop_dose_v1,f3_dfurosem,Loop dose expressed at equivalent dose furosemide at visit1,Dose Furosemide (mg) at 1 month follow-up,,,month 1,Visit3/1month,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 1 month,follow-up 1 month,continuous_variable,,int,continuous_variable,milligram,float,1,1
loop_dose_v12,f6_dfurosem,Loop dose expressed at equivalent dose furosemide at visit12,Dose Furosemide (mg) at 1 year follow up,,,month 12,Visit6/12months,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 1 year,follow-up 1 year,continuous_variable,,int,continuous_variable,milligram,float,1,1
loop_dose_v18,f7_dfurosem,Loop dose expressed at equivalent dose furosemide at visit18,Dose Furosemide (mg) at 18 month follow up,,,month 18,Visit7/18months,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 18 months,follow-up 18 months,continuous_variable,,int,continuous_variable,milligram,float,1,1
loop_dose_v3,f4_dfurosem,Loop dose expressed at equivalent dose furosemide at visit3,Dose Furosemide (mg) at 3 month follow up,,,month 3,Visit4/3months,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 3 months,follow-up 3 months,continuous_variable,,int,continuous_variable,milligram,float,1,1
loop_dose_v6,f5_dfurosem,Loop dose expressed at equivalent dose furosemide at visit6,Dose Furosemide (mg) at 6 month follow up,,,month 6,Visit5/6months,,21601554,956874,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",rxnorm:4603,furosemide,drug_exposure,semantic match,follow-up 6 months,follow-up 6 months,continuous_variable,,int,continuous_variable,milligram,float,1,1
lvedv,voldia,Left ventricular end diastolic volume at baseline,End diastolic Volume,,,month 0/ baseline,Visit1/baseline,,21490770,21490770,loinc:75988-6,left ventricular end diastolic volume,loinc:75988-6,left ventricular end diastolic volume,measurement,exact match,baseline time,baseline time,continuous_variable,milliliter,float,continuous_variable,milliliter,int,1,1
lvesv,volsis,left ventricular end systolic volume at baseline,End systolic Volume,,,month 0/ baseline,Visit1/baseline,,21490771,21490771,loinc:75989-4,left ventricular end systolic volume,loinc:75989-4,left ventricular end systolic volume,measurement,exact match,baseline time,baseline time,continuous_variable,milliliter,float,continuous_variable,milliliter,int,1,1
lvh,ipervent,LVH criterium reached on ECG at baseline,Left ventricular hypertrophy at baseline,1=yes|0=no,F = No | T = Yes,month 0/ baseline,Visit1/baseline,,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,left ventricular hypertrophy,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,1,1
lvh_12,f6_ipervent,LVH criterium reached on ECG at visit12,Left ventricular hypertrophy at 1 year follow up,1=yes|0=no,0 = No | 1 = Yes,month 12,Visit6/12months,,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,left ventricular hypertrophy,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
lvh_18,f7_ipervent,LVH criterium reached on ECG at visit18,Left ventricular hypertrophy at 18 month follow up,1=yes|0=no,0 = No | 1 = Yes,month 18,Visit7/18months,,4184746,4184746,snomed:55827005,left ventricular hypertrophy,snomed:55827005,left ventricular hypertrophy,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
mi,insmitra,mitral valve insufficiency at baseline,Mitral Insufficiency at baseline,0 = no | 1 = trivial| 2=mild | 3=moderate | 4=severe, 2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,443962,443962,snomed:48724000,mitral valve regurgitation,snomed:48724000,mitral valve regurgitation,measurement,exact match,baseline time,baseline time,multi_class_variable,,int,binary_class_variable,,int,1,1
nbnp,v1_nt_probnp,N-BNP at baseline in pg/ml,pro-brain natriuretic peptide at baseline,,,month 0/ baseline,Visit1/baseline,,3029187,3029187,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,loinc:33762-6,natriuretic peptide.b prohormone n-terminal [mass/volume] in serum or plasma,measurement,exact match,baseline time,baseline time,continuous_variable,picogram per milliliter,float,continuous_variable,picogram per milliliter,float,1,1
nsar,fans,Non steriodal anti inflammatory drug useat Baseline y/n,Non-steroidal anti-inflammatory agent (FANS) at baseline,1=yes | 0=no,2=No | 3=Yes,month 0/ baseline,Visit1/baseline,,4039434,21603933,snomed:16403005,non-steroidal anti-inflammatory agent,atc:m01a,"antiinflammatory and antirheumatic products, non-steroids",drug_exposure,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
nyha12_class,f6_nyha,NYHA class at Visit12,NYHA Class at 1 year follow up,1=I | 2=II | 3= III | 4= IV,2 = I | 3 = II | 4 = III | 5 = IV,month 12,Visit6/12months,,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,new york heart association classification,measurement,cross domain exact match,follow-up 1 year,follow-up 1 year,multi_class_variable,,int,multi_class_variable,,int,1,1
nyha18_class,f7_nyha,NYHA class at Visit18,NYHA Class at 18 month follow up,1=I | 2=II | 3= III | 4= IV,2 = I | 3 = II | 4 = III | 5 = IV,month 18,Visit7/18months,,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,new york heart association classification,measurement,cross domain exact match,follow-up 18 months,follow-up 18 months,multi_class_variable,,int,multi_class_variable,,int,1,1
nyha1_class,f3_nyha,NYHA class at visit1,NYHA Class at 1 month follow-up,1=I | 2=II | 3= III | 4= IV,2 = I | 3 = II | 4 = III | 5 = IV,month 1,Visit3/1month,,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,new york heart association classification,measurement,cross domain exact match,follow-up 1 month,follow-up 1 month,multi_class_variable,,int,multi_class_variable,,int,1,1
nyha3_class,f4_nyha,NYHA class at visit3,NYHA Class at 3 month follow up,1=I | 2=II | 3= III | 4= IV,2 = I | 3 = II | 4 = III | 5 = IV,month 3,Visit4/3months,,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,new york heart association classification,measurement,cross domain exact match,follow-up 3 months,follow-up 3 months,multi_class_variable,,int,multi_class_variable,,int,1,1
nyha6_class,f5_nyha,NYHA class at visit6,NYHA Class at 6 month follow up,1=I | 2=II | 3= III | 4= IV,2 = I | 3 = II | 4 = III | 5 = IV,month 6,Visit5/6months,,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,new york heart association classification,measurement,cross domain exact match,follow-up 6 months,follow-up 6 months,multi_class_variable,,int,multi_class_variable,,int,1,1
nyha_class,nyha,NYHA class at baseline in full increments,NYHA Class at baseline,1=I | 2=II | 3= III | 4= IV,2 = I | 3 = II | 4 = III | 5 = IV,month 0/ baseline,Visit1/baseline,,4223299,4223299,snomed:420816009,new york heart association classification,snomed:420816009,new york heart association classification,measurement,cross domain exact match,baseline time,baseline time,multi_class_variable,,int,multi_class_variable,,int,1,1
other_mi,preima,History of other myocardial infarction,Acute Myocardial Infarction at baseline,1=yes | 0=no,2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,4329847,312327,snomed:22298006,myocardial infarction,snomed:57054005,acute myocardial infarction,condition_occurrence,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
pathologischeqinavli,ondeq,Pathological Q-wave in lead aVL-I at baseline,Pathological Q waves at baseline,1=yes | 0=no,F = No | T = Yes,month 0/ baseline,Visit1/baseline,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,1,1
pathologischeqinavli_12,f6_ondeq,Pathological Q-wave in lead aVL-I at visit12,Pathological Q waves at 1 year follow up,1=yes | 0=no,0 = No | 1 = Yes,month 12,Visit6/12months,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
pathologischeqinavli_18,f7_ondeq,Pathological Q-wave in lead aVL-I at visit18,Pathological Q waves at 18 month follow up,1=yes | 0=no,0 = No | 1 = Yes,month 18,Visit7/18months,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
pathologischeqiniiiiiavf,ondeq,Pathological Q-wave in lead II-III-aVF at baseline,Pathological Q waves at baseline,1=yes | 0=no,F = No | T = Yes,month 0/ baseline,Visit1/baseline,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,1,1
pathologischeqiniiiiiavf_12,f6_ondeq,Pathological Q-wave in lead II-III-aVF at visit12,Pathological Q waves at 1 year follow up,1=yes | 0=no,0 = No | 1 = Yes,month 12,Visit6/12months,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
pathologischeqiniiiiiavf_18,f7_ondeq,Pathological Q-wave in lead II-III-aVF at visit18,Pathological Q waves at 18 month follow up,1=yes | 0=no,0 = No | 1 = Yes,month 18,Visit7/18months,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
pathologischeqinv2v3,ondeq,Pathological Q-wave in lead V2-V3 at baseline,Pathological Q waves at baseline,1=yes | 0=no,F = No | T = Yes,month 0/ baseline,Visit1/baseline,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,1,1
pathologischeqinv2v3_12,f6_ondeq,Pathological Q-wave in lead V2-V3 at visit12,Pathological Q waves at 1 year follow up,1=yes | 0=no,0 = No | 1 = Yes,month 12,Visit6/12months,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
pathologischeqinv2v3_18,f7_ondeq,Pathological Q-wave in lead V2-V3 at visit18,Pathological Q waves at 18 month follow up,1=yes | 0=no,0 = No | 1 = Yes,month 18,Visit7/18months,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
pathologischeqinv4v6,ondeq,Pathological Q-wave in lead V4-V6 at baseline,Pathological Q waves at baseline,1=yes | 0=no,F = No | T = Yes,month 0/ baseline,Visit1/baseline,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,1,1
pathologischeqinv4v6_12,f6_ondeq,Pathological Q-wave in lead V4-V6 at visit12,Pathological Q waves at 1 year follow up,1=yes | 0=no,0 = No | 1 = Yes,month 12,Visit6/12months,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
pathologischeqinv4v6_18,f7_ondeq,Pathological Q-wave in lead V4-V6 at visit18,Pathological Q waves at 18 month follow up,1=yes | 0=no,0 = No | 1 = Yes,month 18,Visit7/18months,,4065387,4065387,snomed:164918000,pathological q wave,snomed:164918000,pathological q wave,measurement,exact match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
patientid,codr1,Patient-ID,Patient code R1 at baseline,,,month 0/ baseline,Visit1/baseline,,4086934,4086934,snomed:184107009,patient hospital number,snomed:184107009,patient hospital number,person,exact match,baseline time,baseline time,qualitative_variable,,str,continuous_variable,,int,1,1
pm01,prepace,Having a pacemaker at baseline,Definitive pace maker at baseline,1=yes|0=no,2 = no | 3 = yes,month 0/ baseline,Visit1/baseline,,4030875,4030875,snomed:14106009,cardiac pacemaker,snomed:14106009,cardiac pacemaker,observation,cross domain exact match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,int,1,1
potassium,potassio,potassium at baseline,Serum potassium (mmol/L) at baseline,,,month 0/ baseline,Visit1/baseline,,3005456,3023103,loinc:6298-4,potassium [moles/volume] in blood,loinc:2823-3,potassium [moles/volume] in serum or plasma,measurement,text match,baseline time,baseline time,continuous_variable,millimole per liter,float,continuous_variable,millimole per liter,float,1,1
qiniii,ondeq,Q-wave present in lead III at baseline,Pathological Q waves at baseline,1=yes | 0=no,F = No | T = Yes,month 0/ baseline,Visit1/baseline,,4268536,4065387,snomed:365412003,q wave - finding,snomed:164918000,pathological q wave,measurement,semantic match,baseline time,baseline time,binary_class_variable,,int,binary_class_variable,,str,1,1
qiniii_12,f6_ondeq,Q-wave present in lead III at visit12,Pathological Q waves at 1 year follow up,1=yes | 0=no,0 = No | 1 = Yes,month 12,Visit6/12months,,4268536,4065387,snomed:365412003,q wave - finding,snomed:164918000,pathological q wave,measurement,semantic match,follow-up 1 year,follow-up 1 year,binary_class_variable,,int,binary_class_variable,,int,1,1
qiniii_18,f7_ondeq,Q-wave present in lead III at visit18,Pathological Q waves at 18 month follow up,1=yes | 0=no,0 = No | 1 = Yes,month 18,Visit7/18months,,4268536,4065387,snomed:365412003,q wave - finding,snomed:164918000,pathological q wave,measurement,semantic match,follow-up 18 months,follow-up 18 months,binary_class_variable,,int,binary_class_variable,,int,1,1
qrsduur,durqrs,QRS-duur at baseline,QRS length (msec) at baseline,,,month 0/ baseline,Visit1/baseline,,3022022,4218048,loinc:8633-0,qrs duration,snomed:39632005,qrs interval,measurement,text match,baseline time,baseline time,continuous_variable,millisecond,int,continuous_variable,millisecond,int,1,1
qrsduur_12,f6_durqrs,QRS-duration at visit12,QRS length (msec) at 1 year follow up,,,month 12,Visit6/12months,,3022022,4218048,loinc:8633-0,qrs duration,snomed:39632005,qrs interval,measurement,text match,follow-up 1 year,follow-up 1 year,continuous_variable,millisecond,int,continuous_variable,millisecond,int,1,1
qrsduur_18,f7_durqrs,QRS-durationat visit18,QRS length (msec) at 18 month follow up,,,month 18,Visit7/18months,,3022022,4218048,loinc:8633-0,qrs duration,snomed:39632005,qrs interval,measurement,text match,follow-up 18 months,follow-up 18 months,continuous_variable,millisecond,int,continuous_variable,millisecond,int,1,1
