source,target,somop_id,tomop_id,scode,slabel,tcode,category,Harmonization Status
loop_at_v12,f6_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_dose_v3,f4_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_at_v18,f7_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_dose_v18,f7_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_dose_v12,f6_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_at_v6,f5_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_atv3,f4_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_at_bl,altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_dose_v6,f5_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_dose_v1,f3_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_dose_bl,altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
loop_at_v1,f3_altdiu,21601554,21601461,atc:c03eb01,"furosemide and potassium-sparing agents,systemic",atc:c03,drug_exposure,approximate match
aspirin_v12,f6_anticoag,1112807,21600961,rxnorm:1191,aspirin,atc:b01a,drug_exposure,approximate match
aspirin_v3,f4_anticoag,1112807,21600961,rxnorm:1191,aspirin,atc:b01a,drug_exposure,approximate match
aspirin_v6,f5_anticoag,1112807,21600961,rxnorm:1191,aspirin,atc:b01a,drug_exposure,approximate match
aspirin_bl,anticoag,1112807,21600961,rxnorm:1191,aspirin,atc:b01a,drug_exposure,approximate match
aspirin_v18,f7_anticoag,1112807,21600961,rxnorm:1191,aspirin,atc:b01a,drug_exposure,approximate match
aspirin_v1,f3_anticoag,1112807,21600961,rxnorm:1191,aspirin,atc:b01a,drug_exposure,approximate match
glucose,glicemia,3020491,4144235,loinc:15074-8,glucose [moles/volume] in blood,snomed:33747003,measurement,exact match
restriktivepneumopathien,edeinter,4266931,4078925,snomed:36485005,restrictive lung disease,snomed:19242006,condition_occurrence,approximate match
dosespirov1,f3_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
dosespirov3,f4_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
dosespirobl,altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
spiroadjbl,altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
spiroadj3,f4_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
dosespirov18,f7_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
spiroadj1,f3_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
spiroadj6,f5_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
spiroadj12,f6_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
dosespirov6,f5_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
dosespirov12,f6_altdiu,970250,21601461,rxnorm:9997,spironolactone,atc:c03,drug_exposure,approximate match
hba1c,hbglico,42869630,3004410,loinc:71875-9,hemoglobin a1c/hemoglobin.total [pure mass fraction] in blood,loinc:4548-4,measurement,partial match
v18digoxin,f7_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,semantic match
dosedigoxinv3,f4_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
digadj3,f4_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
v6digoxin,f5_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
dosedigoxinv18,f7_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
dosedigoxinv6,f5_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
bldigoxin,digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
v12digoxin,f6_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
dosedigoxinv12,f6_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
v3digoxin,f4_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
v1digoxin,f3_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
digadj6,f5_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
dosedigoxinbl,digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
digadj12,f6_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
digadj1,f3_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
dosedigoxinv1,f3_digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
digadjbl,digitale,1326303,21601240,rxnorm:3407,digoxin,atc:c01aa,drug_exposure,approximate match
jugularvein,pvc,763968,2000000057,snomed:449161000124101,distention of jugular vein,icare:icv2000000057,condition_occurrence,approximate match
jugularvein_01,pvc,763968,2000000057,snomed:449161000124101,distention of jugular vein,icare:icv2000000057,condition_occurrence,approximate match
valvhd,preiper,4281749,316866,snomed:368009,heart valve disorder,snomed:38341003,condition_occurrence,approximate match
qiniii,ondeq,4268536,4065387,snomed:365412003,q wave - finding,snomed:164918000,measurement,approximate match
qiniii_18,f7_ondeq,4268536,4065387,snomed:365412003,q wave - finding,snomed:164918000,measurement,approximate match
qiniii_12,f6_ondeq,4268536,4065387,snomed:365412003,q wave - finding,snomed:164918000,measurement,approximate match
cvi01,preiper,381591,316866,snomed:62914000,cerebrovascular disease,snomed:38341003,condition_occurrence,approximate match
stroke01,preiper,381591,316866,snomed:62914000,cerebrovascular disease,snomed:38341003,condition_occurrence,approximate match
stroke,preiper,381591,316866,snomed:62914000,cerebrovascular disease,snomed:38341003,condition_occurrence,approximate match
chol,coletot,3019900,3027114,loinc:14647-2,cholesterol [moles/volume] in serum or plasma,loinc:2093-3,measurement,approximate match
ace_at_v3,f4_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v3,f4_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev12,f6_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev12,f6_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v12,f6_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v12,f6_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v6,f5_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v6,f5_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
blace,dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
blace,capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v3ace,f4_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v3ace,f4_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadjbl,dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadjbl,capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev3,f4_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev3,f4_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadj12,f6_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadj12,f6_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_bl,dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_bl,capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacebl,dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacebl,capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v1ace,f3_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v1ace,f3_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v1,f3_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v1,f3_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v12ace,f6_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v12ace,f6_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadj6,f5_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadj6,f5_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadj3,f4_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadj3,f4_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev6,f5_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev6,f5_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v6ace,f5_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v6ace,f5_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadj1,f3_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
aceadj1,f3_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev18,f7_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev18,f7_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev1,f3_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
doseacev1,f3_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v18ace,f7_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
v18ace,f7_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v18,f7_dcapto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v18,f7_capto,21601784,1340128,atc:c09aa,"""ace inhibitors, plain""",rxnorm:1998,drug_exposure,approximate match
ace_at_v3,f4_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v3,f4_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev12,f6_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev12,f6_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v12,f6_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v12,f6_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v6,f5_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v6,f5_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
blace,enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
blace,denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v3ace,f4_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v3ace,f4_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadjbl,enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadjbl,denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev3,f4_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev3,f4_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadj12,f6_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadj12,f6_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_bl,enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_bl,denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacebl,enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacebl,denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v1ace,f3_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v1ace,f3_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v1,f3_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v1,f3_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v12ace,f6_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v12ace,f6_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadj6,f5_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadj6,f5_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadj3,f4_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadj3,f4_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev6,f5_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev6,f5_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v6ace,f5_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v6ace,f5_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadj1,f3_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
aceadj1,f3_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev18,f7_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev18,f7_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev1,f3_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
doseacev1,f3_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v18ace,f7_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
v18ace,f7_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v18,f7_enala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v18,f7_denala,21601784,1341927,atc:c09aa,"""ace inhibitors, plain""",rxnorm:3827,drug_exposure,approximate match
ace_at_v3,f4_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v3,f4_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev12,f6_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev12,f6_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v12,f6_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v12,f6_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v6,f5_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v6,f5_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
blace,trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
blace,dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v3ace,f4_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v3ace,f4_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadjbl,trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadjbl,dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev3,f4_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev3,f4_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadj12,f6_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadj12,f6_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_bl,trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_bl,dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacebl,trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacebl,dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v1ace,f3_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v1ace,f3_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v1,f3_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v1,f3_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v12ace,f6_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v12ace,f6_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadj6,f5_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadj6,f5_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadj3,f4_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadj3,f4_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev6,f5_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev6,f5_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v6ace,f5_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v6ace,f5_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadj1,f3_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
aceadj1,f3_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev18,f7_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev18,f7_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev1,f3_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
doseacev1,f3_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v18ace,f7_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
v18ace,f7_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v18,f7_dtrand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v18,f7_trand,21601784,1342439,atc:c09aa,"""ace inhibitors, plain""",rxnorm:38454,drug_exposure,approximate match
ace_at_v3,f4_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_v3,f4_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
doseacev12,f6_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
doseacev12,f6_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_v12,f6_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_v12,f6_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_v6,f5_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_v6,f5_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
blace,lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
blace,dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
v3ace,f4_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
v3ace,f4_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
aceadjbl,lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
aceadjbl,dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
doseacev3,f4_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
doseacev3,f4_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
aceadj12,f6_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
aceadj12,f6_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_bl,lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_bl,dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
doseacebl,lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
doseacebl,dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
v1ace,f3_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
v1ace,f3_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_v1,f3_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
ace_at_v1,f3_dlisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
v12ace,f6_lisino,21601784,1308216,atc:c09aa,"""ace inhibitors, plain""",rxnorm:29046,drug_exposure,approximate match
